c0,c1,c2,c3,c4,c5,c6,c7,label,timestamp
0.012974651214438821,0.02746551066225894,-0.025804463124807255,-0.025886717544402783,-0.02476660457451398,-0.02304721898403394,-0.022777701649391847,-0.021047989552973455,1,1561628766818
0.012970918473114785,0.02748806357241435,-0.025818500020325187,-0.025898183989308356,-0.024754087597619007,-0.023058461911494958,-0.022781188521526875,-0.021057846672278245,1,1561628768317
0.01293817316748776,0.027514617444827253,-0.02584491978227136,-0.02584702084625016,-0.024711619283153925,-0.023016462983663437,-0.0227301147854465,-0.021056080884466276,1,1561628769770
0.012889133440152818,0.02740940778367612,-0.02597831499318063,-0.025899368631764487,-0.02469916936149232,-0.022923166802306987,-0.02271230044511562,-0.020669686278067385,0,1561628773463
0.012941727094856154,0.02746814816810467,-0.026055227345851344,-0.025882962451334292,-0.02463396932291619,-0.022830965856428846,-0.022690686308227338,-0.020291897093283783,1,1561628778673
0.012939335458199436,0.0274183708332027,-0.026136475936946384,-0.02591783117268457,-0.024656566936560504,-0.022858413798619963,-0.022721263494642197,-0.020323413052965766,0,1561628782197
0.012982653138953821,0.02748044162755509,-0.02619921728363243,-0.025867651506382407,-0.024594943177097223,-0.022788810466386134,-0.022657538671200118,-0.02019614222003725,0,1561628786361
0.012919040074234018,0.027486029563668916,-0.026262159796018578,-0.025851133567229935,-0.02453810269094738,-0.02274162593384098,-0.02262284876380548,-0.02013201506519497,0,1561628789388
0.012803593314122357,0.027468304630315857,-0.026414665748437136,-0.02583839307289041,-0.024457368189974807,-0.022697838866453036,-0.02255954862350805,-0.020010108650935728,1,1561628797572
0.012904086757193418,0.02746461659248073,-0.02651372867986306,-0.02587006549478358,-0.024436178736231176,-0.02268829467157062,-0.02254645050125724,-0.019946070903071274,1,1561628802853
0.01280196163677712,0.027433212391521022,-0.02667627056554205,-0.025881241367011233,-0.024411502410352517,-0.0226880040988927,-0.022521863582356402,-0.019864956422442962,0,1561628811707
0.012809069491513907,0.027427244475751456,-0.02670369615598871,-0.025845903259027393,-0.024373370334311764,-0.022652688342653316,-0.022475796637034015,-0.019717501964271304,1,1561628815214
0.01271250995546698,0.02738202689671837,-0.026798087572823474,-0.02587125013723971,-0.02437790773843619,-0.022630113080753456,-0.02248259156734843,-0.01969347383898185,1,1561628819926
0.0126498356640143,0.02747290908967365,-0.02683829836109857,-0.025842550497359097,-0.02437082223544386,-0.022637936191312814,-0.0224740532009665,-0.019730823603966666,1,1561628822753
0.012546771770330879,0.027461822624423815,-0.026882107780230972,-0.02583658258158953,-0.024317222752240034,-0.022576379487082895,-0.02241924672356209,-0.019602613997771023,0,1561628827413
0.012758822769978377,0.027552570706912364,-0.026876676306328333,-0.025738681940875283,-0.02421959033245925,-0.02245833992461442,-0.022337707559789127,-0.019469196435117297,1,1561628834313
0.012811259962470527,0.027567613430930785,-0.026946190231584337,-0.025719951179021736,-0.024191695355379027,-0.02244767814250924,-0.02229707208836938,-0.0195387103603733,1,1561628838944
0.012756788761232945,0.027532051805502392,-0.027014094831239562,-0.025751914173592825,-0.02421187898062217,-0.022456998819947102,-0.022333416024853708,-0.01959333802382207,0,1561628843202
0.012747065752394884,0.02750596731972305,-0.02710240657358248,-0.02579100737464516,-0.024229268637808398,-0.022502417564680285,-0.02235290674601874,-0.01960353041929369,0,1561628846113
0.01251089722048011,0.02740674792608594,-0.027066979058620818,-0.02569044687634073,-0.02408190358661456,-0.022307957387919113,-0.022200557255811364,-0.01949885720000949,1,1561628851707
0.012580969939347498,0.027578342268269333,-0.02718488451062256,-0.025748002618313146,-0.02417692085229407,-0.022383752153367062,-0.02229454634124593,-0.01962311054743654,1,1561628855090
0.012623952343935053,0.027648683208070183,-0.027152139204995537,-0.02569478311476506,-0.024096074592599225,-0.022324385920093764,-0.022233414320160665,-0.019578988203881764,1,1561628857597
0.012584300349271339,0.027604091477881846,-0.02721394177841446,-0.02572779664132555,-0.024107406927038066,-0.022354627830341797,-0.02224695947730058,-0.019585470209773803,1,1561628859486
0.012526632848576648,0.02759387673066577,-0.027228068080910217,-0.025772947165125272,-0.024127210572625468,-0.022329727987018582,-0.02227159109969033,-0.01955547416871478,1,1561628861453
0.01254576594183039,0.02766712339724581,-0.027188483141479865,-0.02566845275979671,-0.024030427519133986,-0.022253709704126084,-0.022178876063689717,-0.019528450909668316,0,1561628865962
0.012535595898103226,0.027651901859271747,-0.02723857340080421,-0.025696615957810396,-0.024027141812699056,-0.022278721306171572,-0.02218267586024712,-0.019488396583604406,0,1561628867278
0.012517513336838882,0.027655858118040336,-0.027209426726034488,-0.02568988808272935,-0.024018871667250592,-0.0222362976951954,-0.022175746819465974,-0.01945589714716639,0,1561628868507
0.01249956488604127,0.027659099120986356,-0.027256432444624,-0.025681014440180592,-0.02396082418690016,-0.022225322988667844,-0.022114793612336352,-0.019396754431337645,1,1561628875107
0.01242926864972933,0.027583907852638704,-0.027284170959493037,-0.025719347681921443,-0.023990239082603344,-0.022217566933341853,-0.022136743025391464,-0.019402476477918203,0,1561628879603
0.012431280306730307,0.027590009878875003,-0.027268502386629867,-0.02566773750397414,-0.023956510300220286,-0.02217429395607638,-0.022095727574315976,-0.019394474553403204,0,1561628880946
0.012334318439283185,0.0274714338745396,-0.02730692503534854,-0.025710183466694767,-0.02395192819260695,-0.022224227753189534,-0.022094051193481824,-0.01938653968412157,1,1561628882740
0.0125868707998837,0.027793030773762557,-0.02713588948677653,-0.025587315927423946,-0.023976179835340956,-0.022240030436519436,-0.0220063429482392,-0.019548589831422547,1,1561628884287
